HYBRID,16191592,11850641,10330967,20602912664,1.01158,1.60549,1.53283,BinarySearch,128/10000
HYBRID,10791700,9307655,9500365,20603137664,2.00205,2.11513,1.6482,BinarySearch,128/100000
HYBRID,10074764,9634663,9485890,20591688648,2.3121,2.13751,1.91564,BinarySearch,128/1000000
HYBRID,10703336,9495292,10054834,20602912664,1.93023,1.99604,1.62383,LinearSearch,128/10000
HYBRID,9625922,9920166,9264033,20603137664,1.85364,1.73611,1.81002,LinearSearch,128/100000
HYBRID,9610931,10137390,9638117,20591688648,2.20594,2.17154,2.42126,LinearSearch,128/1000000
DynamicPGM,5070300,5066901,5022246,1700920428,0.854911,0.795251,0.873551,BinarySearch,256
DynamicPGM,5207735,5439020,5055393,1703719788,0.85754,0.767509,0.74149,BinarySearch,64
DynamicPGM,5176053,5137782,5035952,1701834168,0.829391,0.76892,0.750913,BinarySearch,128
LIPP,16148043,10579101,8021364,20602887232,4.893,4.56081,3.86888
